year,new,i.vars.label,i.vars.class,data.source,pid,pr_agree,year_1,year_2,year_3,ind,dem
2000,15,less.qual.men.job,3,GSS,props.r,0.661290323,0.6,0.36,0.216,0,0
2002,15,less.qual.men.job,3,GSS,props.r,0.774193548,0.8,0.64,0.512,0,0
2004,15,less.qual.men.job,3,GSS,props.r,0.701358863,1,1,1,0,0
2006,15,less.qual.men.job,3,GSS,props.r,0.665624685,1.2,1.44,1.728,0,0
2008,15,less.qual.men.job,3,GSS,props.r,0.742434347,1.4,1.96,2.744,0,0
2010,15,less.qual.men.job,3,GSS,props.r,0.63956207,1.6,2.56,4.096,0,0
2012,15,less.qual.men.job,3,GSS,props.r,0.641654769,1.8,3.24,5.832,0,0
2014,15,less.qual.men.job,3,GSS,props.r,0.658115672,2,4,8,0,0
2016,15,less.qual.men.job,3,GSS,props.r,0.724698759,2.2,4.84,10.648,0,0
1974,16,easier.divorce,3,GSS,props.d,0.360465116,-2,4,-8,0,1
1975,16,easier.divorce,3,GSS,props.d,0.332880435,-1.9,3.61,-6.859,0,1
1976,16,easier.divorce,3,GSS,props.d,0.322418136,-1.8,3.24,-5.832,0,1
1977,16,easier.divorce,3,GSS,props.d,0.319727891,-1.7,2.89,-4.913,0,1
1978,16,easier.divorce,3,GSS,props.d,0.313984169,-1.6,2.56,-4.096,0,1
1982,16,easier.divorce,3,GSS,props.d,0.312080537,-1.2,1.44,-1.728,0,1
1983,16,easier.divorce,3,GSS,props.d,0.27622842,-1.1,1.21,-1.331,0,1
1985,16,easier.divorce,3,GSS,props.d,0.285714286,-0.9,0.81,-0.729,0,1
1986,16,easier.divorce,3,GSS,props.d,0.328660436,-0.8,0.64,-0.512,0,1
1988,16,easier.divorce,3,GSS,props.d,0.275395034,-0.6,0.36,-0.216,0,1
1989,16,easier.divorce,3,GSS,props.d,0.307125307,-0.5,0.25,-0.125,0,1
1990,16,easier.divorce,3,GSS,props.d,0.257142857,-0.4,0.16,-0.064,0,1
1991,16,easier.divorce,3,GSS,props.d,0.333333333,-0.3,0.09,-0.027,0,1
1993,16,easier.divorce,3,GSS,props.d,0.274038462,-0.1,0.01,-0.001,0,1
1994,16,easier.divorce,3,GSS,props.d,0.320238095,0,0,0,0,1
1996,16,easier.divorce,3,GSS,props.d,0.328671329,0.2,0.04,0.008,0,1
1998,16,easier.divorce,3,GSS,props.d,0.276376147,0.4,0.16,0.064,0,1
2000,16,easier.divorce,3,GSS,props.d,0.282560706,0.6,0.36,0.216,0,1
2002,16,easier.divorce,3,GSS,props.d,0.306220096,0.8,0.64,0.512,0,1
2004,16,easier.divorce,3,GSS,props.d,0.289512675,1,1,1,0,1
2006,16,easier.divorce,3,GSS,props.d,0.295810285,1.2,1.44,1.728,0,1
2008,16,easier.divorce,3,GSS,props.d,0.336458955,1.4,1.96,2.744,0,1
2010,16,easier.divorce,3,GSS,props.d,0.364884349,1.6,2.56,4.096,0,1
2012,16,easier.divorce,3,GSS,props.d,0.386130675,1.8,3.24,5.832,0,1
2014,16,easier.divorce,3,GSS,props.d,0.416648929,2,4,8,0,1
2016,16,easier.divorce,3,GSS,props.d,0.450763053,2.2,4.84,10.648,0,1
1974,16,easier.divorce,3,GSS,props.i,0.360824742,-2,4,-8,1,0
1975,16,easier.divorce,3,GSS,props.i,0.318584071,-1.9,3.61,-6.859,1,0
1976,16,easier.divorce,3,GSS,props.i,0.287128713,-1.8,3.24,-5.832,1,0
1977,16,easier.divorce,3,GSS,props.i,0.368852459,-1.7,2.89,-4.913,1,0
1978,16,easier.divorce,3,GSS,props.i,0.274193548,-1.6,2.56,-4.096,1,0
1982,16,easier.divorce,3,GSS,props.i,0.24137931,-1.2,1.44,-1.728,1,0
1983,16,easier.divorce,3,GSS,props.i,0.272058824,-1.1,1.21,-1.331,1,0
1985,16,easier.divorce,3,GSS,props.i,0.213333333,-0.9,0.81,-0.729,1,0
1986,16,easier.divorce,3,GSS,props.i,0.328767123,-0.8,0.64,-0.512,1,0
1988,16,easier.divorce,3,GSS,props.i,0.25,-0.6,0.36,-0.216,1,0
1989,16,easier.divorce,3,GSS,props.i,0.183098592,-0.5,0.25,-0.125,1,0
1990,16,easier.divorce,3,GSS,props.i,0.186046512,-0.4,0.16,-0.064,1,0
1991,16,easier.divorce,3,GSS,props.i,0.289256198,-0.3,0.09,-0.027,1,0
1993,16,easier.divorce,3,GSS,props.i,0.295238095,-0.1,0.01,-0.001,1,0
1994,16,easier.divorce,3,GSS,props.i,0.211428571,0,0,0,1,0
1996,16,easier.divorce,3,GSS,props.i,0.268292683,0.2,0.04,0.008,1,0
1998,16,easier.divorce,3,GSS,props.i,0.248275862,0.4,0.16,0.064,1,0
2000,16,easier.divorce,3,GSS,props.i,0.216049383,0.6,0.36,0.216,1,0
2002,16,easier.divorce,3,GSS,props.i,0.329268293,0.8,0.64,0.512,1,0
2004,16,easier.divorce,3,GSS,props.i,0.249870265,1,1,1,1,0
2006,16,easier.divorce,3,GSS,props.i,0.241187518,1.2,1.44,1.728,1,0
2008,16,easier.divorce,3,GSS,props.i,0.220634197,1.4,1.96,2.744,1,0
2010,16,easier.divorce,3,GSS,props.i,0.27423331,1.6,2.56,4.096,1,0
2012,16,easier.divorce,3,GSS,props.i,0.403312466,1.8,3.24,5.832,1,0
2014,16,easier.divorce,3,GSS,props.i,0.243375681,2,4,8,1,0
2016,16,easier.divorce,3,GSS,props.i,0.318920311,2.2,4.84,10.648,1,0
1974,16,easier.divorce,3,GSS,props.r,0.295081967,-2,4,-8,0,0
1975,16,easier.divorce,3,GSS,props.r,0.221183801,-1.9,3.61,-6.859,0,0
1976,16,easier.divorce,3,GSS,props.r,0.212624585,-1.8,3.24,-5.832,0,0
1977,16,easier.divorce,3,GSS,props.r,0.251552795,-1.7,2.89,-4.913,0,0
1978,16,easier.divorce,3,GSS,props.r,0.205633803,-1.6,2.56,-4.096,0,0
1982,16,easier.divorce,3,GSS,props.r,0.177325581,-1.2,1.44,-1.728,0,0
1983,16,easier.divorce,3,GSS,props.r,0.165394402,-1.1,1.21,-1.331,0,0
1985,16,easier.divorce,3,GSS,props.r,0.167755991,-0.9,0.81,-0.729,0,0
1986,16,easier.divorce,3,GSS,props.r,0.191099476,-0.8,0.64,-0.512,0,0
1988,16,easier.divorce,3,GSS,props.r,0.1953125,-0.6,0.36,-0.216,0,0
1989,16,easier.divorce,3,GSS,props.r,0.220858896,-0.5,0.25,-0.125,0,0
1990,16,easier.divorce,3,GSS,props.r,0.219858156,-0.4,0.16,-0.064,0,0
1991,16,easier.divorce,3,GSS,props.r,0.209621993,-0.3,0.09,-0.027,0,0
1993,16,easier.divorce,3,GSS,props.r,0.248484848,-0.1,0.01,-0.001,0,0
1994,16,easier.divorce,3,GSS,props.r,0.186594203,0,0,0,0,0
1996,16,easier.divorce,3,GSS,props.r,0.204710145,0.2,0.04,0.008,0,0
1998,16,easier.divorce,3,GSS,props.r,0.151020408,0.4,0.16,0.064,0,0
2000,16,easier.divorce,3,GSS,props.r,0.140877598,0.6,0.36,0.216,0,0
2002,16,easier.divorce,3,GSS,props.r,0.146938776,0.8,0.64,0.512,0,0
2004,16,easier.divorce,3,GSS,props.r,0.17578785,1,1,1,0,0
2006,16,easier.divorce,3,GSS,props.r,0.137484186,1.2,1.44,1.728,0,0
2008,16,easier.divorce,3,GSS,props.r,0.161717743,1.4,1.96,2.744,0,0
2010,16,easier.divorce,3,GSS,props.r,0.233765885,1.6,2.56,4.096,0,0
2012,16,easier.divorce,3,GSS,props.r,0.20257386,1.8,3.24,5.832,0,0
2014,16,easier.divorce,3,GSS,props.r,0.244237284,2,4,8,0,0
2016,16,easier.divorce,3,GSS,props.r,0.287685219,2.2,4.84,10.648,0,0
1977,17,work.mom.rel.chld,3,GSS,props.d,0.512450852,-1.7,2.89,-4.913,0,1
1985,17,work.mom.rel.chld,3,GSS,props.d,0.614439324,-0.9,0.81,-0.729,0,1
1986,17,work.mom.rel.chld,3,GSS,props.d,0.668647845,-0.8,0.64,-0.512,0,1
1988,17,work.mom.rel.chld,3,GSS,props.d,0.670305677,-0.6,0.36,-0.216,0,1
1989,17,work.mom.rel.chld,3,GSS,props.d,0.694444444,-0.5,0.25,-0.125,0,1
1990,17,work.mom.rel.chld,3,GSS,props.d,0.651105651,-0.4,0.16,-0.064,0,1
1991,17,work.mom.rel.chld,3,GSS,props.d,0.699300699,-0.3,0.09,-0.027,0,1
1993,17,work.mom.rel.chld,3,GSS,props.d,0.690631808,-0.1,0.01,-0.001,0,1
1994,17,work.mom.rel.chld,3,GSS,props.d,0.713641488,0,0,0,0,1
1996,17,work.mom.rel.chld,3,GSS,props.d,0.697391304,0.2,0.04,0.008,0,1
1998,17,work.mom.rel.chld,3,GSS,props.d,0.723109691,0.4,0.16,0.064,0,1
2000,17,work.mom.rel.chld,3,GSS,props.d,0.655755016,0.6,0.36,0.216,0,1
2002,17,work.mom.rel.chld,3,GSS,props.d,0.644341801,0.8,0.64,0.512,0,1
2004,17,work.mom.rel.chld,3,GSS,props.d,0.637339604,1,1,1,0,1
2006,17,work.mom.rel.chld,3,GSS,props.d,0.697256218,1.2,1.44,1.728,0,1
2008,17,work.mom.rel.chld,3,GSS,props.d,0.736909085,1.4,1.96,2.744,0,1
2010,17,work.mom.rel.chld,3,GSS,props.d,0.755402945,1.6,2.56,4.096,0,1
2012,17,work.mom.rel.chld,3,GSS,props.d,0.706074388,1.8,3.24,5.832,0,1
2014,17,work.mom.rel.chld,3,GSS,props.d,0.786671777,2,4,8,0,1
2016,17,work.mom.rel.chld,3,GSS,props.d,0.767574197,2.2,4.84,10.648,0,1
1977,17,work.mom.rel.chld,3,GSS,props.i,0.527559055,-1.7,2.89,-4.913,1,0
1985,17,work.mom.rel.chld,3,GSS,props.i,0.628205128,-0.9,0.81,-0.729,1,0
1986,17,work.mom.rel.chld,3,GSS,props.i,0.673333333,-0.8,0.64,-0.512,1,0
1988,17,work.mom.rel.chld,3,GSS,props.i,0.617977528,-0.6,0.36,-0.216,1,0
1989,17,work.mom.rel.chld,3,GSS,props.i,0.565789474,-0.5,0.25,-0.125,1,0
1990,17,work.mom.rel.chld,3,GSS,props.i,0.561797753,-0.4,0.16,-0.064,1,0
1991,17,work.mom.rel.chld,3,GSS,props.i,0.64,-0.3,0.09,-0.027,1,0
1993,17,work.mom.rel.chld,3,GSS,props.i,0.611111111,-0.1,0.01,-0.001,1,0
1994,17,work.mom.rel.chld,3,GSS,props.i,0.679347826,0,0,0,1,0
1996,17,work.mom.rel.chld,3,GSS,props.i,0.586206897,0.2,0.04,0.008,1,0
1998,17,work.mom.rel.chld,3,GSS,props.i,0.703947368,0.4,0.16,0.064,1,0
2000,17,work.mom.rel.chld,3,GSS,props.i,0.583333333,0.6,0.36,0.216,1,0
2002,17,work.mom.rel.chld,3,GSS,props.i,0.609756098,0.8,0.64,0.512,1,0
2004,17,work.mom.rel.chld,3,GSS,props.i,0.585980285,1,1,1,1,0
2006,17,work.mom.rel.chld,3,GSS,props.i,0.631680975,1.2,1.44,1.728,1,0
2008,17,work.mom.rel.chld,3,GSS,props.i,0.585458904,1.4,1.96,2.744,1,0
2010,17,work.mom.rel.chld,3,GSS,props.i,0.67557442,1.6,2.56,4.096,1,0
2012,17,work.mom.rel.chld,3,GSS,props.i,0.632264602,1.8,3.24,5.832,1,0
2014,17,work.mom.rel.chld,3,GSS,props.i,0.715079659,2,4,8,1,0
2016,17,work.mom.rel.chld,3,GSS,props.i,0.748135425,2.2,4.84,10.648,1,0
1977,17,work.mom.rel.chld,3,GSS,props.r,0.478915663,-1.7,2.89,-4.913,0,0
1985,17,work.mom.rel.chld,3,GSS,props.r,0.579059829,-0.9,0.81,-0.729,0,0
1986,17,work.mom.rel.chld,3,GSS,props.r,0.565552699,-0.8,0.64,-0.512,0,0
1988,17,work.mom.rel.chld,3,GSS,props.r,0.574545455,-0.6,0.36,-0.216,0,0
1989,17,work.mom.rel.chld,3,GSS,props.r,0.612903226,-0.5,0.25,-0.125,0,0
1990,17,work.mom.rel.chld,3,GSS,props.r,0.608695652,-0.4,0.16,-0.064,0,0
1991,17,work.mom.rel.chld,3,GSS,props.r,0.622516556,-0.3,0.09,-0.027,0,0
1993,17,work.mom.rel.chld,3,GSS,props.r,0.659763314,-0.1,0.01,-0.001,0,0
1994,17,work.mom.rel.chld,3,GSS,props.r,0.666080844,0,0,0,0,0
1996,17,work.mom.rel.chld,3,GSS,props.r,0.608321377,0.2,0.04,0.008,0,0
1998,17,work.mom.rel.chld,3,GSS,props.r,0.58250497,0.4,0.16,0.064,0,0
2000,17,work.mom.rel.chld,3,GSS,props.r,0.532894737,0.6,0.36,0.216,0,0
2002,17,work.mom.rel.chld,3,GSS,props.r,0.603238866,0.8,0.64,0.512,0,0
2004,17,work.mom.rel.chld,3,GSS,props.r,0.617387311,1,1,1,0,0
2006,17,work.mom.rel.chld,3,GSS,props.r,0.611347872,1.2,1.44,1.728,0,0
2008,17,work.mom.rel.chld,3,GSS,props.r,0.709818293,1.4,1.96,2.744,0,0
2010,17,work.mom.rel.chld,3,GSS,props.r,0.717378415,1.6,2.56,4.096,0,0
2012,17,work.mom.rel.chld,3,GSS,props.r,0.750737665,1.8,3.24,5.832,0,0
2014,17,work.mom.rel.chld,3,GSS,props.r,0.719682364,2,4,8,0,0
2016,17,work.mom.rel.chld,3,GSS,props.r,0.719763369,2.2,4.84,10.648,0,0
1977,18,women.home,3,GSS,props.d,0.371052632,-1.7,2.89,-4.913,0,1
1985,18,women.home,3,GSS,props.d,0.554517134,-0.9,0.81,-0.729,0,1
1986,18,women.home,3,GSS,props.d,0.55952381,-0.8,0.64,-0.512,0,1
1988,18,women.home,3,GSS,props.d,0.628318584,-0.6,0.36,-0.216,0,1
1989,18,women.home,3,GSS,props.d,0.608899297,-0.5,0.25,-0.125,0,1
1990,18,women.home,3,GSS,props.d,0.621827411,-0.4,0.16,-0.064,0,1
1991,18,women.home,3,GSS,props.d,0.591016548,-0.3,0.09,-0.027,0,1
1993,18,women.home,3,GSS,props.d,0.671081678,-0.1,0.01,-0.001,0,1
1994,18,women.home,3,GSS,props.d,0.672354949,0,0,0,0,1
1996,18,women.home,3,GSS,props.d,0.668137688,0.2,0.04,0.008,0,1
1998,18,women.home,3,GSS,props.d,0.673513514,0.4,0.16,0.064,0,1
2000,18,women.home,3,GSS,props.d,0.640608035,0.6,0.36,0.216,0,1
2002,18,women.home,3,GSS,props.d,0.662037037,0.8,0.64,0.512,0,1
2004,18,women.home,3,GSS,props.d,0.665917603,1,1,1,0,1
2006,18,women.home,3,GSS,props.d,0.668081741,1.2,1.44,1.728,0,1
2008,18,women.home,3,GSS,props.d,0.692459026,1.4,1.96,2.744,0,1
2010,18,women.home,3,GSS,props.d,0.686990284,1.6,2.56,4.096,0,1
2012,18,women.home,3,GSS,props.d,0.70713834,1.8,3.24,5.832,0,1
2014,18,women.home,3,GSS,props.d,0.709394776,2,4,8,0,1
2016,18,women.home,3,GSS,props.d,0.76118434,2.2,4.84,10.648,0,1
1977,18,women.home,3,GSS,props.i,0.430769231,-1.7,2.89,-4.913,1,0
1985,18,women.home,3,GSS,props.i,0.519480519,-0.9,0.81,-0.729,1,0
1986,18,women.home,3,GSS,props.i,0.608108108,-0.8,0.64,-0.512,1,0
1988,18,women.home,3,GSS,props.i,0.571428571,-0.6,0.36,-0.216,1,0
1989,18,women.home,3,GSS,props.i,0.586666667,-0.5,0.25,-0.125,1,0
1990,18,women.home,3,GSS,props.i,0.651162791,-0.4,0.16,-0.064,1,0
1991,18,women.home,3,GSS,props.i,0.64516129,-0.3,0.09,-0.027,1,0
1993,18,women.home,3,GSS,props.i,0.611111111,-0.1,0.01,-0.001,1,0
1994,18,women.home,3,GSS,props.i,0.659090909,0,0,0,1,0
1996,18,women.home,3,GSS,props.i,0.554455446,0.2,0.04,0.008,1,0
1998,18,women.home,3,GSS,props.i,0.666666667,0.4,0.16,0.064,1,0
2000,18,women.home,3,GSS,props.i,0.574074074,0.6,0.36,0.216,1,0
2002,18,women.home,3,GSS,props.i,0.6,0.8,0.64,0.512,1,0
2004,18,women.home,3,GSS,props.i,0.654884319,1,1,1,1,0
2006,18,women.home,3,GSS,props.i,0.547127087,1.2,1.44,1.728,1,0
2008,18,women.home,3,GSS,props.i,0.582515298,1.4,1.96,2.744,1,0
2010,18,women.home,3,GSS,props.i,0.700209747,1.6,2.56,4.096,1,0
2012,18,women.home,3,GSS,props.i,0.673312314,1.8,3.24,5.832,1,0
2014,18,women.home,3,GSS,props.i,0.594220853,2,4,8,1,0
2016,18,women.home,3,GSS,props.i,0.654327982,2.2,4.84,10.648,1,0
1977,18,women.home,3,GSS,props.r,0.315151515,-1.7,2.89,-4.913,0,0
1985,18,women.home,3,GSS,props.r,0.484848485,-0.9,0.81,-0.729,0,0
1986,18,women.home,3,GSS,props.r,0.468421053,-0.8,0.64,-0.512,0,0
1988,18,women.home,3,GSS,props.r,0.535315985,-0.6,0.36,-0.216,0,0
1989,18,women.home,3,GSS,props.r,0.564564565,-0.5,0.25,-0.125,0,0
1990,18,women.home,3,GSS,props.r,0.56122449,-0.4,0.16,-0.064,0,0
1991,18,women.home,3,GSS,props.r,0.564784053,-0.3,0.09,-0.027,0,0
1993,18,women.home,3,GSS,props.r,0.608955224,-0.1,0.01,-0.001,0,0
1994,18,women.home,3,GSS,props.r,0.60502693,0,0,0,0,0
